"","geneSymbol","UniProtID","refSeqID","length"
"582","PHF20L1","A8MW92","NM_016018",1017
"583","BECN1P1","A8MW95","",431
"584","MEI4","A8MW99","",385
"585","ZNF705E","A8MWA4","",302
"586","FAM90A22P","A8MWA6","NG_006001",464
"587","SNRPGP15","A8MWD9","",76
"588","EFCAB8","A8MWE9","XM_371397",144
"589","FADS2P1","A8MWK0","",482
"590","TMEM14D","A8MWL7","",114
"591","KIR3DP1","A8MWS1","NM_001015070",328
"592","WASH4P","A8MWX3","NG_003159",477
"593","KIAA1324L","A8MWY0","NM_152748",1029
"594","FAM90A12P","A8MX19","NG_032086",464
"595","KRTAP29-1","A8MX34","",341
"596","CAPN14","A8MX76","NM_001145122",684
"597","GRXCR1","A8MXD5","NM_001080476",290
"598","FAM90A5P","A8MXJ8","NG_032077",464
"599","VSTM5","A8MXK1","NM_001144871",200
"600","MAGEB17","A8MXT2","XM_066701",336
"601","DEFB108P2","A8MXU0","NG_007389.1",73
"602","DEFB108P1","A8MXU0","NG_005426",73
"603","NUDT19","A8MXV4","XM_372723",375
"604","CDRT15L2","A8MXV6","XM_170840",281
"605","ZNF99","A8MXY4","XM_065124",864
"606","FAM90A23P","A8MXZ1","NG_006002",464
"607","KRTAP9-1","A8MXZ3","",250
"608","LACTBL1","A8MY62","XM_002342035.1",500
"609","CXorf49","A8MYA2","NM_001145140",512
"610","CXorf49B","A8MYA2","NM_001145139",512
"611","TMCO5B","A8MYB1","",307
"612","TTC34","A8MYJ7","XM_002342015",566
"613","ODF3B","A8MYP8","",253
"614","KCNU1","A8MYU2","NM_001031836",1149
"615","DCDC2C","A8MYV0","XM_001715903",355
"616","FAM25E","A8MYX2","",175
"617","FAM25D","A8MYX2","",175
"618","FAM188B2","A8MYZ0","XM_001717355",360
"619","IQCF6","A8MYZ5","XM_496643",107
"620","FOXO6","A8MYZ6","XM_002342102",492
"621","EFCAB9","A8MZ26","NM_001171183",197
"622","EVPLL","A8MZ36","NM_001145127",301
"623","LEUTX","A8MZ59","XM_001129035",168
"624","C2orf74","A8MZ97","NM_001143959",194
"625","GOLGA6L6","A8MZA4","NM_001145004",750
"626","PRR33","A8MZF0","",331
"627","C16orf90","A8MZG2","NM_001080524",172
"628","OOSP1","A8MZH6","",123
"629","COL6A5","A8TX70","NM_153264",2615
"630","KPNA7","A9QM74","NM_001145715",516
"631","MIF4GD","A9UHW6","NM_020679",222
"632","AHRR","A9YTQ3","NM_020731",701
"633","FER1L4","A9Z1Z3","NR_024377",1794
"634","UPK3BL","B0FP48","NM_001114403",263
"635","MYO1G","B0I1T2","",1018
"636","PTPLA","B0YJ81","NM_014241",288
"637","TSPO","B1AH88","NM_007311",102
"638","C1orf196","B1AJZ1","",125
"639","FHAD1","B1AJZ9","NM_052929",1412
"640","ESPN","B1AK53","NM_031475",854
"641","SNURFL","B1AK76","",121
"642","ISM1","B1AKI9","",464
"643","NUTM2E","B1AL46","NG_012781",878
"644","FAM155A","B1AL88","NM_001080396",458
"645","LINC00587","B1AMM8","",73
"646","IBA57-AS1","B1ANH7","",110
"647","WDR64","B1ANS9","NM_144625",1081
"648","FAM220BP","B1ANY3","",271
"649","ZNF487","B1APH4","XM_926224",448
"650","PRR32","B1ATL7","NM_001122716",298
"651","KLLN","B2CW77","NM_001126049",178
"652","RSPH10B2","B2RC85","NM_001099697",870
"653","CENPBD1","B2RD01","NM_145039",187
"654","OR11H12","B2RN74","NM_001013354",326
"655","C1QTNF9B","B2RNN3","NM_001007537",333
"656","HMGB1P1","B2RPK0","NG_016433",211
"657","MYO9A","B2RTY4","NM_006901",2548
"658","POTEC","B2RU33","XM_496269",542
"659","VWC2L","B2RUY7","NM_001080500",222
"660","SMIM1","B2RUZ4","NM_001163724",78
"661","C17orf105","B2RV13","NM_001136483",164
"662","TMEM229A","B2RXF0","NM_001136002",380
"663","ZBTB42","B2RXF5","",422
"664","KDM4E","B2RXH2","NM_001161630",506
"665","BTBD18","B2RXH4","NM_001145101",712
"666","EPM2A","B3EWF7","",344
"667","FAM25A","B3EWG3","",89
"668","FAM25BP","B3EWG4","NR_104039",89
"669","FAM25C","B3EWG5","",89
"670","FAM25G","B3EWG6","NM_001137549",89
"671","PATE3","B3GLJ2","NM_001129883",98
"672","SRRM5","B3KS81","NM_001145641",715
"673","TMEM114","B3SHH9","NM_001146336",223
"674","NBPF26","B4DH59","",902
"675","TMEM233","B4DJY2","NM_001136534",109
"676","SHISA9","B4DS77","NM_001145204",424
"677","ZNF879","B4DU55","NM_001136116",563
"678","ZNF736","B4DX44","NM_001170905",427
"679","ZNF732","B4DXR9","NM_001137608",585
"680","SPATA31C2","B4DYI2","NM_001166137",1134
"681","TCP11X1","B4DZS4","",312
"682","ANKRD66","B4E2M5","NM_001162435",251
"683","SEC14L6","B5MCN3","",397
"684","TDRD15","B5MCY1","",1934
"685","GGTLC3","B5MD39","XM_001128310",225
"686","EIF3CL","B5ME19","",914
"687","TARM1","B6A8C7","NM_001135686",271
"688","ERVV-1","B6SEH8","NM_152473",477
"689","ERVV-2","B6SEH9","NM_001191055",535
"690","KCNJ18","B7U540","NM_001194958",433
"691","C2CD4D","B7Z1M9","NM_001136003",353
"692","ZNF814","B7Z6K7","XM_001725708",855
"693","TRDC","B7Z8K6","NG_001332",153
"694","RABGAP1L","B7ZAP0","NM_001243765",253
"695","GPR89A","B7ZAQ6","NM_001097612",455
"696","PPP1R3G","B7ZBB8","NM_001145115",358
"697","KIF28P","B7ZC32","",967
"698","SHISA8","B8ZZ34","NM_001207020",492
"699","C21orf140","B9A014","",251
"700","IGLL5","B9A064","NM_001178126",214
"701","TMEM150C","B9EJG8","NM_001080506",249
"702","TCP10L2","B9ZVM9","XR_040749",353
"703","WASH3P","C4AMC7","NM_199163",463
"704","C9orf172","C9J069","NM_001080482",976
"705","TRIM49D2","C9J1S8","NM_001105522",452
"706","TRIM49D1","C9J1S8","NM_001206627",452
"707","ALG1L2","C9J202","NM_001136152",215
"708","USP17L15","C9J2P7","NM_001256894",530
"709","C4orf51","C9J302","NM_001080531",202
"710","C5orf58","C9J3I9","NM_001102609",102
"711","TEX22","C9J3V5","",150
"712","C22orf46","C9J442","NM_024588",243
"713","C19orf81","C9J6K1","NM_001195076",198
"714","RASA4B","C9J798","XM_003118600",803
"715","KRBOX1","C9JBD0","NM_001205272",128
"716","FAM157A","C9JC47","NM_001145248",383
"717","HSBP1L1","C9JCN9","NM_001136180",74
"718","CLDN25","C9JDP6","NM_001101389",229
"719","C12orf77","C9JDV5","NM_001101339",145
"720","PATL2","C9JE40","NM_001145112",543
"721","PHGR1","C9JFL3","NM_001145643",82
"722","NPIPB4","C9JG80","",1138
"723","PRRT4","C9JH25","NM_001114726",899
"724","TMEM238","C9JI98","NM_001190764",176
"725","BTBD19","C9JJ37","NM_001136537",291
"726","USP17L10","C9JJH3","NM_001256852",530
"727","HHLA1","C9JL84","XR_017860",531
"728","USP17L13","C9JLJ4","NM_001256855",530
"729","C11orf95","C9JLR9","NM_001144936",678
"730","FAM195B","C9JLW8","NM_001093767",97
"731","ZNF878","C9JN71","NM_001080404",531
"732","USP17L12","C9JPN9","NM_001256853",530
"733","TMEM232","C9JQI7","NM_001039763",657
"734","KBTBD13","C9JR72","NM_001101362",458
"735","AKR1B15","C9JRZ8","",344
"736","ANKRD63","C9JTQ0","",380
"737","ADM5","C9JUS6","NM_001101340",153
"738","USP17L11","C9JVI0","NM_001256854",530
"739","INAFM1","C9JVW0","NM_178511",142
"740","C11orf94","C9JXX5","NM_001080446",98
"741","KLRF2","D3W0D1","NM_001190765",207
"742","USP17L21","D6R901","NM_001256862",530
"743","USP17L18","D6R9N7","NM_001256859",530
"744","USP17L22","D6RA61","NM_001256863",530
"745","USP17L23","D6RBM5","",183
"746","USP17L17","D6RBQ6","NM_001256857",530
"747","USP17L19","D6RCP7","NM_001256860",530
"748","GOLGA8K","D6RF30","XM_003118652.2",607
"749","MCIDAS","D6RGH6","NM_001190787",385
"750","USP17L20","D6RJB6","NM_001256861",530
"751","C7orf73","E0CX11","NM_001130929",47
"752","MUC22","E2RYF6","NM_001198815",1773
"753","HCG22","E2RYF7","NR_003948",251
"754","PRSS46","E5RG02","XM_002342331",174
"755","NPIPB11","E5RHQ5","XM_002343430",1161
"756","C8orf87","E5RJ46","NM_001242668",101
"757","ANKRD65","E5RJM6","",399
"758","FTCDNL1","E5RQL4","",147
"759","PRSS44","E7EML9","XM_001131213",344
"760","RNF223","E7ERA6","NM_001205252",249
"761","ZNF587B","E7ETH6","NM_001204818",402
"762","PPP5D1","E7EU14","NM_001205281",171
"763","PROB1","E7EW31","NM_001161546",1015
"764","NACA","E9PAV3","NM_005594",2078
"765","PTGES3L","E9PB15","NM_001142653",166
"766","ANHX","E9PGG2","",379
"767","PRR23D1","E9PI22","",279
"768","NPIPA2","E9PIF3","",369
"769","NPIPB6","E9PJ23","XM_001717652",425
"770","NPIPA7","E9PJI5","",369
"771","NPIPA5","E9PKD4","",350
"772","NDUFC2-KCTD14","E9PQ53","",114
"773","NPIPB8","E9PQR5","XM_001132754",432
"774","TMEM262","E9PQX1","NM_001282448",116
"775","C1orf233","F2Z333","NM_001242659",226
"776","LMO7DN","F2Z398","NM_001257995",122
"777","C17orf112","F2Z3M2","NM_001243552",114
"778","UBAP1L","F5GYI3","NM_001163692",381
"779","PPIAL4D","F5H284","NM_001164261",164
"780","C3orf80","F5H4A9","",247
"781","FAM227A","F5H4B4","NM_001013647",570
"782","PRNP","F7VJQ1","NM_000311",73
"783","RFPL4AL1","F8VTS6","",287
"784","NPIPB9","F8W1W9","",429
"785","GOLGA8N","F8WBI6","NM_001282494",632
"786","INS-IGF2","F8WCM5","NM_001042376.2",200
"787","NPIPA3","F8WFD2","",350
"788","SLCO1B7","G3V0H7","NM_001009562",640
"789","C12orf79","G3V211","",115
"790","TSTD3","H0UI37","NM_001195131",97
"791","FAM72C","H0Y354","",149
"792","PRAMEF26","H0Y7S4","",382
"793","GOLGA6L19","H0YKK7","",550
"794","UBE2Q2L","H0YL09","NM_001243531",131
"795","C9orf69","H0YL14","NM_152833",139
"796","GOLGA6L22","H0YM25","NM_001271664",854
"797","SMKR1","H3BMG3","NM_001195243",65
"798","C16orf97","H3BN30","NM_001242473",126
"799","C3orf84","H3BNL1","",204
"800","C6orf229","H3BNL8","NM_001282492",230
"801","MKRN2OS","H3BPM6","NM_001195279",223
"802","STMND1","H3BQB6","NM_001190766",276
"803","FAM229A","H3BQW9","",127
"804","SMLR1","H3BR10","NM_001195597",107
"805","C15orf65","H3BRN8","",121
"806","TMEM178B","H3BS89","",294
"807","GOLGA8M","H3BSY2","",632
"808","C1orf234","H3BTG2","",121
"809","CCDC179","H3BU77","NM_001195637",68
"810","POTEB2","H3BUK9","",544
"811","TGFBR3L","H3BV60","NM_001195259",316
"812","TRIM77","I1YAP6","NM_001146162",450
"813","PYCARDOS","I3L0S3","",204
"814","C19orf84","I3L1E1","NM_001193623",186
"815","GFY","I3L273","NM_001195256",518
"816","CCER2","I3L3R5","NM_001243212",266
"817","GOLGA8R","I6L899","NM_001282484",631
"818","LINC01387","J3KSC0","",135
"819","ZNF561-AS1","K7EIQ3","NR_122038",104
"820","C19orf83","K7EIZ4","",104
"821","SMIM22","K7EJ46","",135
"822","IFNL4","K9M1U5","NM_001276254",179
"823","ERVH48-1","M5A8F1","",160
"824","OVOL3","O00110","XM_001717165",214
"825","DNASE2","O00115","",360
"826","AGPS","O00116","",658
"827","UBXN8","O00124","NM_005671",270
"828","KIF2A","O00139","NM_004520",706
"829","SGK1","O00141","",431
"830","TK2","O00142","",265
"831","FZD9","O00144","",591
"832","DDX39A","O00148","NM_138998",427
"833","PDLIM1","O00151","",329
"834","ACOT7","O00154","NM_007274",380
"835","GPR25","O00155","NM_005298",361
"836","MYO1C","O00159","",1063
"837","MYO1F","O00160","",1098
"838","SNAP23","O00161","NM_003825",211
"839","HAX1","O00165","NM_006118",279
"840","EYA2","O00167","NM_005244",538
"841","FXYD1","O00168","NM_021902",92
"842","AIP","O00170","",330
"843","CCL24","O00175","NM_002991",119
"844","GTPBP1","O00178","NM_004286",669
"845","KCNK1","O00180","NM_002245",336
"846","LGALS9","O00182","NM_009587",355
"847","STXBP3","O00186","NM_007269",592
"848","MASP2","O00187","NM_006610",686
"849","AP4M1","O00189","NM_004722",453
"850","ARVCF","O00192","NM_001670",962
"851","C11orf58","O00193","NM_014267",183
"852","RAB27B","O00194","NM_004163",218
"853","HRK","O00198","",91
"854","AP3B1","O00203","",1094
"855","SULT2B1","O00204","NM_004605",365
"856","TLR4","O00206","NM_138554",839
"857","RHOD","O00212","NM_014578",210
"858","APBB1","O00213","NM_001164",710
"859","LGALS8","O00214","NM_006499",317
"860","NDUFS8","O00217","NM_002496",210
"861","HAS3","O00219","NM_138612",553
"862","TNFRSF10A","O00220","NM_003844",468
"863","NFKBIE","O00221","",500
"864","GRM8","O00222","",908
"865","CORT","O00230","NM_001302",105
"866","PSMD11","O00231","NM_002815",422
"867","PSMD12","O00232","NM_002816, NM_174871",456
"868","PSMD9","O00233","NM_002813",223
"869","RNF103","O00237","NM_005667",685
"870","BMPR1B","O00238","NM_001203",502
"871","SIRPB1","O00241","NM_006065",398
"872","ATOX1","O00244","NM_004045",68
"873","AGRP","O00253","",132
"874","F2RL2","O00254","",374
"875","MEN1","O00255","",615
"876","CBX4","O00257","NM_003655",560
"877","WRB","O00258","",174
"878","PGRMC1","O00264","NM_006667",195
"879","SUPT5H","O00267","NM_003169",1087
"880","TAF4","O00268","NM_003185",1085
"881","GPR31","O00270","NM_005299",319
"882","DFFA","O00273","NM_004401",331
"883","RFXAP","O00287","NM_000538",272
"884","HIP1","O00291","NM_005338",1037
"885","LEFTY2","O00292","NM_003240",366
"886","TULP1","O00294","",542
"887","TULP2","O00295","NM_003323",520
"888","CLIC1","O00299","NM_001288",241
"889","TNFRSF11B","O00300","",401
"890","EIF3F","O00303","NM_003754",357
"891","CACNB4","O00305","NM_000726.3",520
"892","WWP2","O00308","NM_007014",870
"893","CDC7","O00311","NM_003503",574
"894","ETV2","O00321","XM_209182",342
"895","UPK1A","O00322","",258
"896","ARNTL","O00327","NM_001178",626
"897","PIK3CD","O00329","NM_005026",1044
"898","PDHX","O00330","NM_003477",501
"899","SLC28A1","O00337","",649
"900","SULT1C2","O00338","NM_176825",296
"901","MATN2","O00339","",956
"902","SLC1A7","O00341","NM_006671",560
"903","FOXE1","O00358","",373
"904","QSOX1","O00391","NM_002826",747
"905","P2RY10","O00398","",339
"906","DCTN6","O00399","NM_006571",190
"907","SLC33A1","O00400","NM_004733",549
"908","WASL","O00401","NM_003941",505
"909","PDE2A","O00408","NM_002599",941
"910","FOXN3","O00409","NM_005197",490
"911","IPO5","O00410","NM_002271",1097
"912","POLRMT","O00411","NM_005035",1230
"913","EEF2K","O00418","NM_013302",725
"914","CCRL2","O00421","",344
"915","SAP18","O00422","NM_005870",153
"916","EML1","O00423","NM_001008707",815
"917","IGF2BP3","O00425","NM_006547",579
"918","DNM1L","O00429","NM_012062",736
"919","RTCA","O00442","",366
"920","PIK3C2A","O00443","NM_002645",1686
"921","PLK4","O00444","",970
"922","SYT5","O00445","NM_003180",386
"923","GFRA2","O00451","NM_001495",464
"924","LST1","O00453","",97
"925","IFRD1","O00458","NM_001550",451
"926","PIK3R2","O00459","NM_005027",728
"927","GOLIM4","O00461","",696
"928","MANBA","O00462","",879
"929","TRAF5","O00463","NM_004619",557
"930","AGRN","O00468","NM_198576",2067
"931","PLOD2","O00469","NM_000935",737
"932","MEIS1","O00470","NM_002398",390
"933","EXOC5","O00471","NM_006544",708
"934","ELL2","O00472","NM_012081",640
"935","SLC17A3","O00476","",420
"936","BTN3A3","O00478","NM_006994",584
"937","HMGN4","O00479","",90
"938","BTN3A1","O00481","",513
"939","NR5A2","O00482","",541
"940","NDUFA4","O00483","NM_002489",81
"941","PSMD14","O00487","NM_005805",310
"942","ZNF593","O00488","NM_015871",134
"943","BIN1","O00499","NM_139343",593
"944","CLDN5","O00501","NM_003277",218
"945","KPNA3","O00505","NM_002267",521
"946","STK25","O00506","NM_006374",426
"947","USP9Y","O00507","NM_004654",2555
"948","BCL9","O00512","NM_004326",1426
"949","LAD1","O00515","NM_005558",517
"950","FAAH","O00519","NM_001441",579
"951","KRIT1","O00522","",736
"952","UPK2","O00526","NM_006760",184
"953","CHL1","O00533","NM_006614",1208
"954","VWA5A","O00534","NM_014622",786
"955","PES1","O00541","NM_014303",588
"956","DLL1","O00548","",723
"957","CACNA1A","O00555","NM_000068",2505
"958","EBAG9","O00559","NM_004215",213
"959","SDCBP","O00560","NM_005625",298
"960","PITPNM1","O00562","NM_004910",1244
"961","MPHOSPH10","O00566","NM_005791",681
"962","NOP56","O00567","NM_006392",594
"963","SOX1","O00570","NM_005986",391
"964","DDX3X","O00571","NM_024005",662
"965","CXCR6","O00574","",342
"966","RNASET2","O00584","NM_003730",256
"967","CCL21","O00585","NM_002989",134
"968","MFNG","O00587","NM_002405",321
"969","ACKR2","O00590","NM_001296",384
"970","GABRP","O00591","NM_014211",440
"971","PODXL","O00592","NM_001018111",558
"972","FCN1","O00602","NM_002003",326
"973","CYR61","O00622","NM_001554",381
"974","PEX12","O00623","NM_000286",359
"975","SLC17A2","O00624","",439
"976","PIR","O00625","NM_003662",290
"977","CCL22","O00626","NM_002990",93
"978","PEX7","O00628","NM_000288",323
"979","KPNA4","O00629","NM_002268",521
"980","SLN","O00631","NM_003063",31
"981","NTN3","O00634","NM_006181",580
"982","TRIM38","O00635","",465
"983","NFIB","O00712","NM_005596",420
"984","E2F3","O00716","",465
"985","PPP6C","O00743","NM_016294",305
"986","WNT10B","O00744","NM_003394",389
"987","NME4","O00746","NM_005009",187
"988","CES2","O00748","NM_003869",559
"989","PIK3C2B","O00750","NM_002646",1634
"990","MAN2B1","O00754","",1011
"991","WNT7A","O00755","NM_004625",349
"992","FBP2","O00757","NM_003837",339
"993","UBE2C","O00762","NM_007019",179
"994","ACACB","O00763","NM_001093",2458
"995","PDXK","O00764","NM_003681",312
"996","SCD","O00767","NM_005063",359
"997","DLGAP1","O14490","",977
"998","SH2B2","O14492","NM_020979",632
"999","CLDN4","O14493","NM_001305",209
"1000","PPAP2A","O14494","",284
"1001","PPAP2B","O14495","NM_003713",311
"1002","ARID1A","O14497","NM_139135",2285
"1003","ISLR","O14498","NM_005545",428
"1004","BHLHE40","O14503","NM_003670",412
"1005","SOCS2","O14508","",198
"1006","NRG2","O14511","NM_013982",850
"1007","SOCS7","O14512","XM_371052",581
"1008","NCKAP5","O14513","NM_207481",1909
"1009","BAI1","O14514","NM_001702",1584
"1010","CDK2AP1","O14519","NM_004642",115
"1011","AQP7","O14520","NM_001170",342
"1012","SDHD","O14521","NM_003002",159
"1013","PTPRT","O14522","",1441
"1014","C2CD2L","O14523","NM_014807",706
"1015","TMEM194A","O14524","NM_015257",444
"1016","ASTN1","O14525","NM_004319",1302
"1017","FCHO1","O14526","NM_015122",889
"1018","CUX2","O14529","NM_015267",1486
"1019","TXNDC9","O14530","NM_005783",226
"1020","DPYSL4","O14531","",572
"1021","SOCS3","O14543","",225
"1022","SOCS6","O14544","",535
"1023","TRAFD1","O14545","NM_006700",582
"1024","COX7A2L","O14548","NM_004718",114
"1025","GAPDHS","O14556","NM_014364",408
"1026","HSPB6","O14558","NM_144617",160
"1027","ARHGAP33","O14559","NM_052948",1287
"1028","NDUFAB1","O14561","NM_005003",156
"1029","UBFD1","O14562","NM_019116",309
"1030","CYB561D2","O14569","NM_007022",222
"1031","DYNC1I1","O14576","NM_004411",645
"1032","CIT","O14578","NM_007174",2027
"1033","COPE","O14579","NM_007263",308
"1034","OR7A17","O14581","NM_030901",309
"1035","RFXANK","O14593","NM_003721",260
"1036","NCAN","O14594","NM_004386",1321
"1037","CTDSP2","O14595","NM_005730",271
"1038","VCY1B","O14598","NM_181880",125
"1039","VCY","O14598","NM_004679",125
"1040","BPY2","O14599","NM_004678",106
"1041","BPY2B","O14599","NM_001002760",106
"1042","BPY2C","O14599","NM_001002761",106
"1043","EIF1AY","O14602","NM_004681",144
"1044","PRY","O14603","NM_004676",147
"1045","PRY2","O14603","NM_001002758",147
"1046","PRYP3","O14603","",147
"1047","PRYP4","O14603","NG_004755",147
"1048","TMSB4Y","O14604","NM_004202",44
"1049","UTY","O14607","NM_182660",1347
"1050","XKRY","O14609","NM_004677",159
"1051","GNGT2","O14610","NM_031498",69
"1052","CDC42EP2","O14613","NM_006779",210
"1053","AP3D1","O14617","",1153
"1054","CCS","O14618","NM_005125",274
"1055","CXCL11","O14625","",94
"1056","GPR171","O14626","NM_013308",319
"1057","CDX4","O14627","NM_005193",284
"1058","ZNF195","O14628","",629
"1059","LCE2B","O14633","NM_014357",110
"1060","ENPP3","O14638","",875
"1061","ABLIM1","O14639","",778
"1062","DVL1","O14640","NM_004421",695
"1063","DVL2","O14641","NM_004422",736
"1064","DNALI1","O14645","NM_003462",258
"1065","CHD1","O14646","NM_001270",1710
"1066","CHD2","O14647","NM_001271",1828
"1067","KCNK3","O14649","NM_002246",394
"1068","GOSR2","O14653","",212
"1069","IRS4","O14654","NM_003604",1257
"1070","TOR1A","O14656","NM_000113",332
"1071","TOR1B","O14657","NM_014506",336
"1072","STX16","O14662","NM_001001433",325
"1073","PRRG1","O14668","NM_000950",218
"1074","PRRG2","O14669","NM_000951",202
"1075","ADAM10","O14672","NM_001110",748
"1076","ABCD4","O14678","NM_005050",606
"1077","EI24","O14681","NM_004879",340
"1078","ENC1","O14682","NM_003633",589
"1079","TP53I11","O14683","NM_006034",189
"1080","PTGES","O14684","NM_004878",152
"1081","KMT2D","O14686","",5537
"1082","ZNF197","O14709","NM_006991",1029
"1083","ITGB1BP1","O14713","NM_004763, NM_022334",200
"1084","RGPD8","O14715","XM_001722279",1765
"1085","TRDMT1","O14717","NM_004412",391
"1086","RRH","O14718","NM_006583",337
"1087","APAF1","O14727","NM_181861.1",1248
"1088","RIOK3","O14730","NM_003831",519
"1089","IMPA2","O14732","",288
"1090","MAP2K7","O14733","",419
"1091","ACOT8","O14734","NM_183386",319
"1092","CDIPT","O14735","NM_006319",213
"1093","PDCD5","O14737","NM_004708",125
"1094","PRMT5","O14744","",637
"1095","SLC9A3R1","O14745","",358
"1096","TERT","O14746","",1132
"1097","OVOL1","O14753","NM_004561",267
"1098","HSD17B6","O14756","NM_003725",317
"1099","CHEK1","O14757","NM_001274",476
"1100","TNFRSF10B","O14763","NM_147187",440
"1101","GABRD","O14764","NM_000815",452
"1102","MEIS2","O14770","NM_170677",477
"1103","ZNF213","O14771","NM_004220",459
"1104","FPGT","O14772","",594
"1105","TPP1","O14773","",563
"1106","GNB5","O14775","",395
"1107","TCERG1","O14776","NM_001040006",1098
"1108","NDC80","O14777","NM_006101",642
"1109","KIF3C","O14782","",793
"1110","NRP1","O14786","",923
"1111","TNPO2","O14787","NM_013433",897
"1112","TNFSF11","O14788","",317
"1113","APOL1","O14791","NM_145343",398
"1114","HS3ST1","O14792","NM_005114",307
"1115","MSTN","O14793","NM_005259",375
"1116","UNC13B","O14795","NM_006377",1591
"1117","SH2D1B","O14796","NM_053282",132
"1118","TNFRSF10C","O14798","",259
"1119","POLR3A","O14802","NM_007055",1390
"1120","TAAR5","O14804","NM_003967",337
"1121","MRAS","O14807","",208
"1122","CPLX1","O14810","",134
"1123","PHOX2A","O14813","NM_005169",284
"1124","CAPN9","O14815","NM_006615",690
"1125","TSPAN4","O14817","",238
"1126","PSMA7","O14818","NM_002792",248
"1127","RASGRF2","O14827","NM_006909",1237
"1128","SCAMP3","O14828","NM_005698",347
"1129","PPEF1","O14829","NM_006240",653
"1130","PPEF2","O14830","NM_006239",753
"1131","PHYH","O14832","",338
"1132","TNFRSF13B","O14836","",293
"1133","OPLAH","O14841","NM_017570",1288
"1134","FFAR1","O14842","NM_005303",300
"1135","FFAR3","O14843","NM_005304",346
"1136","AIM2","O14862","NM_004833",343
"1137","SLC30A4","O14863","",429
"1138","BACH1","O14867","NM_206866",736
"1139","BCKDK","O14874","NM_005881",412
"1140","IFIT3","O14879","NM_001549",490
"1141","MGST3","O14880","NM_004528",152
"1142","GEMIN2","O14893","",280
